Project Install Year,Contractor,County,City,Project Count by City,Project Cost,"Incentive, Dollars",Total Nameplate KW,Expected KWh Annual Production,Solicitation,Location 1
2014,SolarCity(CS),Westchester,Valhalla,7,233625.00,36232.00,44.66,52417.83,PON 2112,"Valhalla, NY
(41.073624359000064, -73.77262589099996)"
2015,Apex Solar Power LLC(CS),Saratoga,Gansevoort,5,178537.50,42400.00,50.50,59278.92,PON 2112,"Gansevoort, NY
(43.196351769000046, -73.65209731099998)"
2015,Hudson Solar(CS),Washington,Greenwich,3,97667.00,15728.00,18.01,21140.85,PON 2112,"Greenwich, NY
(43.08742213700003, -73.49634954399994)"
2013,Sungevity Development LLC (E),Richmond,Staten Island,7,214085.80,51160.00,37.31,43778.37,PON 2112,"Staten Island, NY
(40.64244049200005, -74.07527883899996)"
2014,Monolith Solar Associates LLC(CS),Columbia,Hudson,3,1162892.00,243774.00,249.50,292867.21,PON 2112,"Hudson, NY
(42.25282252200003, -73.79142694399997)"
2013,SunRun Inc. (E),Rockland,Pomona,6,197900.00,53952.00,43.02,50498.60,PON 2112,"Pomona, NY
(41.18338089900004, -74.05649556799995)"
2015,Kilowatt Systems LLC,Orange,Port Jervis,3,96922.88,19345.00,23.25,27291.78,PON 2112,"Port Jervis, NY
(41.37469017700005, -74.69122784799998)"
2015,TAITEM Engineering (E) (CS),Tompkins,Freeville,4,75005.00,16968.00,18.14,21298.15,PON 2112,"Freeville, NY
(42.512774094000065, -76.34385778799998)"
2013,SolarCity(CS),Westchester,Yonkers,20,691926.00,137187.40,137.43,161291.47,PON 2112,"Yonkers, NY
(40.932992123000076, -73.89873832499995)"
2014,Best Energy Power (CS),New York,New York,3,186420.00,62600.00,46.00,53996.64,PON 2112,"New York, NY
(40.71455046700004, -74.00711668399998)"
2015,Kilowatt Systems LLC,Orange,Monroe,10,314769.90,61255.00,80.00,93907.20,PON 2112,"Monroe, NY
(41.328121003000035, -74.18712932499994)"
2013,SolarCity(CS),Ulster,Kerhonkson,3,117420.50,21357.00,23.24,27274.18,PON 2112,"Kerhonkson, NY
(41.772473166000054, -74.29661911999995)"
2015,Renovus Energy Inc. (E) (CS),Tompkins,Freeville,7,176906.12,39571.00,39.96,46900.77,PON 2112,"Freeville, NY
(42.512774094000065, -76.34385778799998)"
2013,SunRun Inc. (E),Orange,Westtown,3,87510.00,27300.00,19.50,22889.88,PON 2112,"Westtown, NY
(41.33460289900006, -74.54272664399997)"
2014,SolarCity(CS),Saratoga,Ballston Spa,16,602309.00,81872.00,112.59,132156.78,PON 2112,"Ballston Spa, NY
(43.00241061100007, -73.85151562699997)"
2015,NRG Residential Solar Solutions LLC (E)(CS),Orange,Middletown,19,455163.79,95885.00,122.14,143343.46,PON 2112,"Middletown, NY
(41.44556423600005, -74.42247814699994)"
2015,SolarCity(CS),Schenectady,Scotia,13,545188.00,56795.00,97.62,114578.53,PON 2112,"Scotia, NY
(42.826812594000046, -73.96401963699998)"
2014,SunBlue Energy,Orange,Goshen,3,226978.00,61900.00,64.50,75712.67,PON 2112,"Goshen, NY
(41.40683291000005, -74.31656717599998)"
2014,Direct Energy Solar (E) (CS),Erie,Buffalo,4,156802.95,31050.00,39.00,45779.76,PON 2112,"Buffalo, NY
(42.88544307300003, -78.87845675099999)"
2013,SunRun Inc. (E),Rockland,Nanuet,6,165764.00,49150.00,41.43,48632.19,PON 2112,"Nanuet, NY
(41.09726238300004, -74.01327848599993)"
2015,Halcyon dba Halco Renewable Energy (CS),Chemung,Horseheads,3,100175.40,19488.00,24.36,28594.74,PON 2112,"Horseheads, NY
(42.17265241100006, -76.82605657399995)"
2013,SunRun Inc. (E),Westchester,Elmsford,3,62734.60,20188.00,13.68,16052.26,PON 2112,"Elmsford, NY
(41.05372076100008, -73.81964852999994)"
2014,Solar Liberty Energy Systems Inc. (CS),Erie,Amherst,3,47067.00,14130.00,14.31,16797.65,PON 2112,"Amherst, NY
(42.978892622000046, -78.79944697999997)"
2014,SolarCity(CS),Rensselaer,Nassau,7,205112.00,35298.00,39.38,46214.07,PON 2112,"Nassau, NY
(42.51635291900004, -73.61092971699998)"
2012,Best Energy Power (CS),Queens,WOODSIDE,3,786358.40,228620.00,160.08,187908.30,PON 2112,"WOODSIDE, NY
(42.52180340100006, -78.83521743999995)"
2015,SolarCity(CS),Greene,Catskill,4,258468.00,29229.00,46.16,54178.59,PON 2112,"Catskill, NY
(42.21773226100004, -73.86421711899999)"
2012,Sunrise Solar Solutions LLC,Westchester,Montrose,3,235105.75,75020.00,44.11,51772.21,PON 2112,"Montrose, NY
(41.25186314800004, -73.93175686899997)"
2014,Sungevity Development LLC (E),Orange,Walden,3,118930.00,23187.00,26.43,31018.72,PON 2112,"Walden, NY
(41.56074013800003, -74.19114827799996)"
2012,Sea Bright Solar LLC,Richmond,Staten Island,7,394689.45,84630.00,66.62,78192.99,PON 2112,"Staten Island, NY
(40.64244049200005, -74.07527883899996)"
2014,SunRun Inc. (E),Kings,Brooklyn,10,232921.95,54191.00,51.08,59948.01,PON 2112,"Brooklyn, NY
(42.43316414800006, -78.74751623799995)"
2013,SolarCity(CS),Albany,Delmar,3,109025.00,24009.00,21.81,25595.58,PON 2112,"Delmar, NY
(42.62284183700007, -73.83118968299993)"
2014,AeonSolar,Kings,Brooklyn,5,313688.00,74857.00,55.98,65711.56,PON 2112,"Brooklyn, NY
(42.43316414800006, -78.74751623799995)"
2014,SolarCity(CS),Westchester,Mount Vernon,4,146150.00,26060.00,29.24,34311.35,PON 2112,"Mount Vernon, NY
(42.75431139300008, -78.88954888399996)"
2015,SunRun Inc. (E),Queens,Flushing,5,100012.58,23865.00,23.31,27362.21,PON 2112,"Flushing, NY
(40.76358258400006, -73.83003823499996)"
2013,SolarCity(CS),Orange,Newburgh,6,195215.50,43661.00,38.71,45439.34,PON 2112,"Newburgh, NY
(41.49994013700007, -74.01022870499997)"
2015,Kilowatt Systems LLC,Rockland,West Nyack,3,109583.32,16120.00,27.00,31693.68,PON 2112,"West Nyack, NY
(41.10232164000007, -73.97246655199996)"
2015,Sungevity Development LLC (E),Richmond,Staten Island,5,176856.50,34552.00,38.95,45721.07,PON 2112,"Staten Island, NY
(40.64244049200005, -74.07527883899996)"
2013,AeonSolar,Kings,Brooklyn,6,621434.20,151951.00,107.64,126355.65,PON 2112,"Brooklyn, NY
(42.43316414800006, -78.74751623799995)"
2014,SunRun Inc. (E),Westchester,Briarcliff Manor,3,111890.00,23850.00,23.25,27291.78,PON 2112,"Briarcliff Manor, NY
(41.14961102400008, -73.82978927299996)"
2014,Fourth Coast Inc.,Jefferson,Clayton,3,104245.00,37425.00,31.43,36887.92,PON 2112,"Clayton, NY
(44.23678046300006, -76.08211902599999)"
2014,Lotus Energy Inc.(CS),Columbia,Stuyvesant,3,145049.00,17201.00,19.40,22770.16,PON 2112,"Stuyvesant, NY
(42.38790202300004, -73.78432708999998)"
2013,Solar Generation Inc. (CS),Ulster,Woodstock,3,110564.00,37401.00,28.77,33771.37,PON 2112,"Woodstock, NY
(42.04194307700004, -74.11829586299996)"
2013,SolarCity(CS),Dutchess,Beacon,4,83476.50,23484.00,16.45,19297.92,PON 2112,"Beacon, NY
(41.506662102000064, -73.97281776499995)"
2015,Fourth Coast Inc.,Jefferson,Dexter,3,304700.00,107800.00,82.50,96841.80,PON 2112,"Dexter, NY
(44.01015419100003, -76.04514821499998)"
2012,Sungevity Development LLC (E),Richmond,Staten Island,4,139990.18,20509.00,18.11,21258.23,PON 2112,"Staten Island, NY
(40.64244049200005, -74.07527883899996)"
2013,Sungevity Development LLC (E),Bronx,Bronx,4,91693.35,18185.00,13.52,15864.45,PON 2112,"Bronx, NY
(40.82600083600005, -73.92308766699995)"
2013,Halcyon dba Halco Renewable Energy (CS),Tompkins,Trumansburg,3,111199.90,21850.00,21.42,25129.57,PON 2112,"Trumansburg, NY
(42.54209377900003, -76.66447598999997)"
2015,SolarCity(CS),Saratoga,Schuylerville,3,181580.00,21085.00,32.43,38061.77,PON 2112,"Schuylerville, NY
(43.09959014000003, -73.58145887699999)"
2012,SolarCity(CS),Dutchess,Wappingers Falls,5,162412.30,41481.40,32.40,38032.41,PON 2112,"Wappingers Falls, NY
(41.596950727000035, -73.91324923499997)"
2012,Alteris RPS LLC,Rensselaer,Averill Park,3,101095.00,27154.00,15.52,18214.47,PON 2112,"Averill Park, NY
(42.63409401600006, -73.55337955499994)"
2012,SolarCity(CS),Ulster,Lake Katrine,5,227309.34,53407.50,37.93,44523.75,PON 2112,"Lake Katrine, NY
(41.99856150200003, -73.99912768099995)"
2013,Solar Liberty Energy Systems Inc. (CS),Tompkins,Dryden,3,473817.00,122570.00,73.83,86664.61,PON 2112,"Dryden, NY
(42.49061205800007, -76.29616828699994)"
2015,SolarCity(CS),Orange,Blooming Grove,10,504280.12,68776.00,89.87,105475.41,PON 2112,"Blooming Grove, NY
(41.40495236000004, -74.19592745299997)"
2015,SolarCity(CS),Montgomery,Canajoharie,5,142492.00,19168.00,25.45,29868.36,PON 2112,"Canajoharie, NY
(42.90649367300006, -74.57177958499994)"
2013,SolarCity(CS),Albany,Albany,13,284709.50,63472.00,56.45,66228.07,PON 2112,"Albany, NY
(42.65155245500006, -73.75520746399997)"
2012,Monolith Solar Associates LLC(CS),Albany,Glenmont,4,447668.16,167720.00,98.04,115077.40,PON 2112,"Glenmont, NY
(42.60476099400006, -73.77025630899993)"
2013,SolarCity(CS),Fulton,Johnstown,6,243065.50,57064.00,48.37,56766.91,PON 2112,"Johnstown, NY
(43.00655404400004, -74.36845790599995)"
2014,OnForce Solar Inc. (SS),Richmond,Staten Island,8,249057.68,55177.00,55.18,64768.96,PON 2112,"Staten Island, NY
(40.64244049200005, -74.07527883899996)"
2013,Fourth Coast Inc.,Jefferson,Cape Vincent,5,123000.00,48900.00,33.60,39441.03,PON 2112,"Cape Vincent, NY
(44.12816203300008, -76.33543754799996)"
2012,Voltaic Solaire,Kings,Brooklyn,4,193224.93,30599.50,19.52,22901.62,PON 2112,"Brooklyn, NY
(42.43316414800006, -78.74751623799995)"
2015,SolarCity(CS),Ulster,West Hurley,3,117096.00,15348.00,20.92,24544.99,PON 2112,"West Hurley, NY
(41.99711219000005, -74.10402946899995)"
2014,SolarCity(CS),Dutchess,Poughquag,3,177150.00,31510.00,33.75,39617.10,PON 2112,"Poughquag, NY
(41.62569246600003, -73.68886806399996)"
2013,Arista Power Inc.,Seneca,Waterloo,4,273280.00,93275.00,80.76,94799.31,PON 2112,"Waterloo, NY
(42.89895369000004, -76.86309851699997)"
2014,NRG Residential Solar Solutions LLC (E)(CS),Dutchess,Poughquag,4,103585.70,30243.00,30.93,36289.26,PON 2112,"Poughquag, NY
(41.62569246600003, -73.68886806399996)"
2015,SolarCity(CS),Columbia,Hudson,3,108866.00,12826.00,20.11,23605.92,PON 2112,"Hudson, NY
(42.25282252200003, -73.79142694399997)"
2014,Viola Homes dba Renewable Rochester (CS),Monroe,Rochester,11,459700.04,112453.00,105.89,124294.40,PON 2112,"Rochester, NY
(43.155802133000066, -77.61631877899998)"
2011,Best Energy Power (CS),New York,NEW YORK,5,143352.00,36960.00,21.12,24791.50,PON 2112,"NEW YORK, NY
(40.71455046700004, -74.00711668399998)"
2013,High Peaks Solar(CS),Jefferson,Watertown,6,3058240.20,975000.00,851.63,999653.89,PON 2112,"Watertown, NY
(43.97558408200007, -75.91315850699993)"
2014,SunRun Inc. (E),Rockland,Nanuet,13,364196.50,96429.00,105.26,123552.54,PON 2112,"Nanuet, NY
(41.09726238300004, -74.01327848599993)"
2011,Hudson Valley Clean Energy,Dutchess,Pawling,3,158274.00,37100.00,23.48,27561.77,PON 2112,"Pawling, NY
(41.562571785000046, -73.60091790099995)"
2013,SunRun Inc. (E),Rockland,Suffern,10,306397.50,89154.00,67.89,79686.13,PON 2112,"Suffern, NY
(41.11484085700005, -74.14954944699997)"
2014,Kilowatt Systems LLC,Orange,Washingtonville,4,125344.36,30250.00,30.25,35508.66,PON 2112,"Washingtonville, NY
(41.42558061400007, -74.17023994099998)"
2014,NRG Residential Solar Solutions LLC (E)(CS),Ulster,Marlboro,4,126382.10,31163.00,33.60,39441.02,PON 2112,"Marlboro, NY
(41.60441068700004, -73.97224870999997)"
2014,Monolith Solar Associates LLC(CS),Albany,Albany,7,731823.00,193978.00,174.66,205022.89,PON 2112,"Albany, NY
(42.65155245500006, -73.75520746399997)"
2015,EmPower CES LLC,Queens,Howard Beach,4,165136.00,27897.00,30.40,35683.57,PON 2112,"Howard Beach, NY
(40.65483078200003, -73.84601624099997)"
2014,Sungevity Development LLC (E),Oneida,Holland Patent,4,123760.00,28000.00,28.00,32867.52,PON 2112,"Holland Patent, NY
(43.24164056800004, -75.25705997899996)"
2015,SunPower Capital LLC (E),Orange,Newburgh,12,485361.60,84857.00,101.07,118608.32,PON 2112,"Newburgh, NY
(41.49994013700007, -74.01022870499997)"
2015,SolarCity(CS),Orange,Goshen,14,762216.00,92712.00,136.13,159771.35,PON 2112,"Goshen, NY
(41.40683291000005, -74.31656717599998)"
2014,SunRun Inc. (E),Westchester,Ossining,11,349730.44,81730.00,85.41,100245.94,PON 2112,"Ossining, NY
(41.16338394100006, -73.86083835299996)"
2015,Direct Energy Solar (E) (CS),Tompkins,Dryden,8,218650.40,48025.00,58.11,68200.10,PON 2112,"Dryden, NY
(42.49061205800007, -76.29616828699994)"
2012,EmPower CES LLC,Queens,Springfield Gardens,3,209773.51,71120.00,40.64,47704.85,PON 2112,"Springfield Gardens, NY
(40.66318433600003, -73.76925601599999)"
2015,NRG Residential Solar Solutions LLC (E)(CS),Richmond,Staten Island,95,2371015.31,490906.00,535.88,628808.29,PON 2112,"Staten Island, NY
(40.64244049200005, -74.07527883899996)"
2013,SunRun Inc. (E),Westchester,ossining,3,73753.20,20666.00,16.49,19356.62,PON 2112,"ossining, NY
(41.16338394100006, -73.86083835299996)"
2015,SolarCity(CS),Columbia,Stuyvesant,3,111720.00,12627.00,19.95,23418.11,PON 2112,"Stuyvesant, NY
(42.38790202300004, -73.78432708999998)"
2015,Sea Bright Solar LLC,Richmond,Staten Island,12,496663.00,92413.00,98.11,115137.27,PON 2112,"Staten Island, NY
(40.64244049200005, -74.07527883899996)"
2013,Monolith Solar Associates LLC(CS),Columbia,Hudson,5,1227072.00,367200.00,246.40,289234.19,PON 2112,"Hudson, NY
(42.25282252200003, -73.79142694399997)"
2015,Viola Homes dba Renewable Rochester (CS),Monroe,Webster,3,94760.00,21178.00,24.52,28774.35,PON 2112,"Webster, NY
(43.217300117000036, -77.43013989099995)"
2014,SunRun Inc. (E),Orange,Middletown,19,471340.40,126093.00,119.60,140391.27,PON 2112,"Middletown, NY
(41.44556423600005, -74.42247814699994)"
2015,Direct Energy Solar (E) (CS),Sullivan,Wurtsboro,3,81859.96,14649.00,22.32,26200.09,PON 2112,"Wurtsboro, NY
(41.57697155200003, -74.48727931899998)"
2014,Sungevity Development LLC (E),Fulton,Gloversville,3,119340.00,27000.00,27.00,31693.68,PON 2112,"Gloversville, NY
(43.05063360100007, -74.34445977699994)"
2015,SolarCity(CS),Westchester,Ossining,10,543088.00,61428.00,96.98,113839.00,PON 2112,"Ossining, NY
(41.16338394100006, -73.86083835299996)"
2013,SolarCity(CS),Westchester,Yorktown Heights,3,104287.97,17223.00,20.71,24310.22,PON 2112,"Yorktown Heights, NY
(41.26851246100006, -73.78310895599998)"
2012,SolarCity(CS),Ulster,Saugerties,4,118206.00,30575.00,23.76,27890.45,PON 2112,"Saugerties, NY
(42.07778022400004, -73.95245625599995)"
2014,CIR Electrical Construction Corp,Erie,East Amherst,8,238051.00,68853.00,69.93,82080.77,PON 2112,"East Amherst, NY
(43.02620423500008, -78.69697701499996)"
2014,SolarCity(CS),Rensselaer,Troy,25,967496.00,149955.00,182.22,213838.44,PON 2112,"Troy, NY
(42.73449226400004, -73.68808561299994)"
2015,Apex Solar Power LLC(CS),Warren,Warrensburg,3,85375.00,20600.00,24.50,28759.08,PON 2112,"Warrensburg, NY
(43.499533761000066, -73.78015698199994)"
2012,SolarCity(CS),Dutchess,Hopewell Junction,4,119449.75,34020.00,24.01,28183.89,PON 2112,"Hopewell Junction, NY
(41.575402204000056, -73.80723601199998)"
2015,SolarCity(CS),Albany,Loudonville,3,111384.00,13817.00,19.90,23347.68,PON 2112,"Loudonville, NY
(42.70550156400003, -73.75543864199994)"
2015,NRG Residential Solar Solutions LLC (E)(CS),Orange,Newburgh,7,138008.95,29200.00,38.65,45351.28,PON 2112,"Newburgh, NY
(41.49994013700007, -74.01022870499997)"
2013,Sungevity Development LLC (E),Tompkins,Ithaca,5,125632.15,26499.00,24.19,28389.32,PON 2112,"Ithaca, NY
(42.44051296300006, -76.49545767599994)"
2014,Solar Generation Inc. (CS),Ulster,Saugerties,5,153250.00,38016.00,35.82,42046.94,PON 2112,"Saugerties, NY
(42.07778022400004, -73.95245625599995)"
2015,SolarCity(CS),Orange,Montgomery,10,444948.00,50275.00,79.47,93267.45,PON 2112,"Montgomery, NY
(41.52723256200005, -74.23719729899994)"
2012,National Grid Energy Management,Richmond,Staten Island,3,384100.00,126700.00,76.96,90338.73,PON 2112,"Staten Island, NY
(40.64244049200005, -74.07527883899996)"
2013,SunPower Capital LLC (E),Orange,Middletown,4,146390.00,35788.00,27.47,32236.00,PON 2112,"Middletown, NY
(41.44556423600005, -74.42247814699994)"
2015,SolarCity(CS),Rensselaer,Wynantskill,7,392700.00,47271.00,70.13,82315.52,PON 2112,"Wynantskill, NY
(42.69377369000006, -73.63512790499993)"
2015,SunPower Capital LLC (E),Rockland,Pomona,3,125568.00,25506.00,25.51,29939.97,PON 2112,"Pomona, NY
(41.18338089900004, -74.05649556799995)"
2014,SunRun Inc. (E),Orange,new windsor,6,155052.00,44775.00,43.25,50768.58,PON 2112,"new windsor, NY
(41.47737353800005, -74.02278793399995)"
2015,SunRun Inc. (E),Queens,Glen Oaks,5,109754.64,23550.00,25.25,29639.46,PON 2112,"Glen Oaks, NY
(40.747622361000026, -73.71267947199993)"
2015,SolarCity(CS),Westchester,Bronxville,3,116200.00,10755.00,20.75,24357.18,PON 2112,"Bronxville, NY
(40.93606413300006, -73.83121635699996)"
2015,SunPower Capital LLC (E),Orange,Westtown,3,129294.90,23119.00,27.14,31859.19,PON 2112,"Westtown, NY
(41.33460289900006, -74.54272664399997)"
2015,NRG Residential Solar Solutions LLC (E)(CS),Queens,Cambria Heights,6,111843.55,24028.00,25.23,29610.11,PON 2112,"Cambria Heights, NY
(40.69254403200006, -73.73184952199995)"
2015,RGS Energy,Albany,Delmar,3,81332.00,14416.00,19.80,23242.03,PON 2112,"Delmar, NY
(42.62284183700007, -73.83118968299993)"
2013,O'Connell Electric Company(CS),Monroe,Rochester,4,157960.00,47289.00,34.27,40227.51,PON 2112,"Rochester, NY
(43.155802133000066, -77.61631877899998)"
2014,SunRun Inc. (E),Orange,Newburgh,7,195402.00,50276.00,48.40,56813.86,PON 2112,"Newburgh, NY
(41.49994013700007, -74.01022870499997)"
2015,Kilowatt Systems LLC,Rockland,Valley Cottage,10,329248.43,53664.00,83.50,98015.64,PON 2112,"Valley Cottage, NY
(41.11249350300005, -73.96101875999994)"
2014,NRG Residential Solar Solutions LLC (E)(CS),Ulster,Kingston,5,142672.30,36259.00,37.56,44083.56,PON 2112,"Kingston, NY
(41.926713826000025, -73.99649580099998)"
2015,SolarCity(CS),Putnam,Carmel,6,295036.00,30460.00,52.69,61843.76,PON 2112,"Carmel, NY
(41.42780348600007, -73.67691790299995)"
2015,SolarCity(CS),Orange,Harriman,7,277452.00,42468.00,49.55,58157.89,PON 2112,"Harriman, NY
(41.305412140000044, -74.14926936499995)"
2014,SolarCity(CS),Dutchess,Lagrangeville,6,308172.00,44240.00,57.50,67489.93,PON 2112,"Lagrangeville, NY
(41.65055306900007, -73.76351655999997)"
2014,SolarCity(CS),Rockland,New City,14,786662.84,109731.00,155.02,181973.38,PON 2112,"New City, NY
(41.148281747000055, -74.00979746799999)"
2013,SolarCity(CS),Rensselaer,Rensselaer,7,234357.00,47768.00,47.28,55487.40,PON 2112,"Rensselaer, NY
(42.64472379100005, -73.74126560899998)"
2015,SunRun Inc. (E),Rockland,Nanuet,4,131850.00,27755.00,32.50,38149.80,PON 2112,"Nanuet, NY
(41.09726238300004, -74.01327848599993)"
2014,Renovus Energy Inc. (E) (CS),Tompkins,Trumansburg,4,131208.77,30209.00,33.38,39182.77,PON 2112,"Trumansburg, NY
(42.54209377900003, -76.66447598999997)"
2014,NRG Residential Solar Solutions LLC (E)(CS),Westchester,New Rochelle,4,74603.30,16350.00,17.84,20941.31,PON 2112,"New Rochelle, NY
(40.91970379300005, -73.78679892399998)"
2014,Monolith Solar Associates LLC(CS),Schenectady,Scotia,4,442984.00,131383.00,99.86,117219.66,PON 2112,"Scotia, NY
(42.826812594000046, -73.96401963699998)"
2015,GeoPeak Energy LLC,Richmond,Staten Island,6,199737.52,29141.00,33.36,39152.25,PON 2112,"Staten Island, NY
(40.64244049200005, -74.07527883899996)"
2013,Sungevity Development LLC (E),Dutchess,Wappingers Falls,3,108388.00,24206.00,19.60,23007.26,PON 2112,"Wappingers Falls, NY
(41.596950727000035, -73.91324923499997)"
2015,CIR Electrical Construction Corp,Erie,East Amherst,3,77064.00,19923.00,24.11,28295.41,PON 2112,"East Amherst, NY
(43.02620423500008, -78.69697701499996)"
2014,SolarCity(CS),Saratoga,Galway,5,282966.00,50124.00,52.87,62049.18,PON 2112,"Galway, NY
(43.021731816000056, -74.03200840799997)"
2014,SolarCity(CS),Fulton,Broadalbin,8,448876.00,69911.00,86.97,102077.13,PON 2112,"Broadalbin, NY
(43.057373350000034, -74.19923953299997)"
2012,EmPower CES LLC,Richmond,Staten Island,3,132550.04,27797.00,17.69,20762.89,PON 2112,"Staten Island, NY
(40.64244049200005, -74.07527883899996)"
2013,SunRun Inc. (E),Orange,Goshen,3,92430.10,24325.00,24.96,29299.05,PON 2112,"Goshen, NY
(41.40683291000005, -74.31656717599998)"
2013,SunPower SolarProgram I LLC,Ulster,Hurley,4,171884.00,38168.00,32.38,38000.73,PON 2112,"Hurley, NY
(41.925900254000055, -74.06391996199994)"
2013,Pyrus Energy Inc.,Cayuga,Weedsport,3,241709.44,80514.00,56.31,66098.93,PON 2112,"Weedsport, NY
(43.04856188400004, -76.56320637599998)"
2013,Sungevity Development LLC (E),Albany,Slingerlands,3,93724.75,23667.00,16.42,19268.58,PON 2112,"Slingerlands, NY
(42.62901253000007, -73.86620881199997)"
2013,Solar Liberty Energy Systems Inc. (CS),Erie,Buffalo,23,2776186.59,732502.50,491.36,576756.89,PON 2112,"Buffalo, NY
(42.88544307300003, -78.87845675099999)"
2012,Lighthouse Solar (CS),Orange,Newburgh,3,276726.00,109884.00,73.32,86065.95,PON 2112,"Newburgh, NY
(41.49994013700007, -74.01022870499997)"
2014,SolarCity(CS),Montgomery,Fort Plain,6,196939.00,31467.00,37.47,43972.04,PON 2112,"Fort Plain, NY
(42.93067407700005, -74.62335911199995)"
2015,SolarCity(CS),Westchester,New Rochelle,3,114240.00,14489.00,20.40,23946.34,PON 2112,"New Rochelle, NY
(40.91970379300005, -73.78679892399998)"
2012,Arista Power Inc.,Monroe,Rochester,4,126561.00,42150.00,24.84,29158.19,PON 2112,"Rochester, NY
(43.155802133000066, -77.61631877899998)"
2015,NRG Residential Solar Solutions LLC (E)(CS),Orange,Westtown,3,69957.38,15977.00,19.14,22455.56,PON 2112,"Westtown, NY
(41.33460289900006, -74.54272664399997)"
2014,Sungevity Development LLC (E),Albany,Delmar,3,84467.50,15898.00,18.00,21129.12,PON 2112,"Delmar, NY
(42.62284183700007, -73.83118968299993)"
2015,SolarCity(CS),Westchester,Yonkers,24,792540.00,99544.00,142.96,167800.42,PON 2112,"Yonkers, NY
(40.932992123000076, -73.89873832499995)"
2014,Sungevity Development LLC (E),Ulster,Kingston,11,351086.60,72377.00,81.28,95409.72,PON 2112,"Kingston, NY
(41.926713826000025, -73.99649580099998)"
2014,SunRun Inc. (E),Rockland,Thiells,3,61087.50,13620.00,15.00,17607.60,PON 2112,"Thiells, NY
(41.199034366000035, -74.03223958599995)"
2013,New York Light Energy,Albany,Albany,9,1571831.66,471848.00,360.08,422676.31,PON 2112,"Albany, NY
(42.65155245500006, -73.75520746399997)"
2014,SolarCity(CS),Orange,Washingtonville,3,122275.00,19435.00,24.46,28706.25,PON 2112,"Washingtonville, NY
(41.42558061400007, -74.17023994099998)"
2012,SolarCity(CS),Columbia,Germantown,3,78738.00,22248.00,15.60,18311.90,PON 2112,"Germantown, NY
(42.133103068000025, -73.88525882799996)"
2014,SolarCity(CS),Schenectady,Schenectady,135,4956348.00,785451.00,933.90,1096002.64,PON 2112,"Schenectady, NY
(42.81225278100004, -73.94101735499999)"
2012,SolarCity(CS),Oswego,Fulton,6,1037831.71,256620.00,146.64,172131.90,PON 2112,"Fulton, NY
(43.32113048000008, -76.41483854499995)"
2014,SunRun Inc. (E),Rockland,Nyack,3,82190.00,21600.00,21.75,25531.02,PON 2112,"Nyack, NY
(41.09127396500003, -73.91815733699997)"
2015,SolarCity(CS),Saratoga,Greenfield Center,3,129549.68,18502.00,35.19,41307.43,PON 2112,"Greenfield Center, NY
(43.128314095000064, -73.84507818899993)"
2015,SolarCity(CS),Ulster,Marlboro,9,428260.00,48977.00,76.48,89769.42,PON 2112,"Marlboro, NY
(41.60441068700004, -73.97224870999997)"
2015,Renovus Energy Inc. (E) (CS),Tompkins,Trumansburg,8,269223.75,61455.00,62.43,73282.83,PON 2112,"Trumansburg, NY
(42.54209377900003, -76.66447598999997)"
2014,CIR Electrical Construction Corp,Niagara,North Tonawanda,3,71408.00,21180.00,21.18,24861.93,PON 2112,"North Tonawanda, NY
(43.029680807000034, -78.86951635899999)"
2014,SolarCity(CS),Westchester,Hartsdale,6,234800.00,31040.00,46.00,53996.64,PON 2112,"Hartsdale, NY
(41.01227308500006, -73.79608608399997)"
2014,Sungevity Development LLC (E),Ulster,Highland,8,299136.00,58681.00,66.26,77772.77,PON 2112,"Highland, NY
(41.72125374400008, -73.96079647199997)"
2014,Sungevity Development LLC (E),Tompkins,Ithaca,10,286453.40,60300.00,63.12,74092.78,PON 2112,"Ithaca, NY
(42.44051296300006, -76.49545767599994)"
2014,Solar Generation Inc. (CS),Ulster,Woodstock,5,247029.00,54219.00,54.23,63644.43,PON 2112,"Woodstock, NY
(42.04194307700004, -74.11829586299996)"
2014,Direct Energy Solar (E) (CS),Tompkins,Groton,3,71962.50,12958.00,18.25,21422.58,PON 2112,"Groton, NY
(42.589254237000034, -76.36730908999994)"
2015,SolarCity(CS),Rockland,Nanuet,7,271260.80,30173.00,50.86,59695.63,PON 2112,"Nanuet, NY
(41.09726238300004, -74.01327848599993)"
2015,Kilowatt Systems LLC,Rockland,New City,13,394292.34,64070.00,94.00,110340.96,PON 2112,"New City, NY
(41.148281747000055, -74.00979746799999)"
2011,New York Light Energy,Albany,Latham,6,1926184.50,414067.50,257.26,301982.08,PON 2112,"Latham, NY
(42.744121747000065, -73.76181828599994)"
2014,SolarCity(CS),Montgomery,Amsterdam,31,1197237.91,211894.00,228.81,268533.50,PON 2112,"Amsterdam, NY
(42.938960945000076, -74.18892985099995)"
2015,Kilowatt Systems LLC,Rockland,Nanuet,9,278236.70,43655.00,68.75,80701.50,PON 2112,"Nanuet, NY
(41.09726238300004, -74.01327848599993)"
2015,Kilowatt Systems LLC,Westchester,Yonkers,13,404337.67,59979.00,89.50,105058.68,PON 2112,"Yonkers, NY
(40.932992123000076, -73.89873832499995)"
